employee_id,survey_date,department,tenure_years,performance_rating,engagement_score,feedback_comment,feedback_category,sentiment,summary
E115,01-01-2020,Sales,0.63,3.2,65,I appreciate the flexible working hours that allow me to manage personal commitments.,Work-life balance,Positive,Flexible hours help manage personal commitments.
E116,01-01-2020,Marketing,0.67,3.8,72,The recent increase in overtime has made it hard to maintain a healthy work-life balance.,Work-life balance,Negative,Increased overtime harms healthy work-life balance.
E117,01-01-2020,Marketing,0.85,3.5,69,The company provides optional wellness programs but I haven't utilized them yet.,Culture,Neutral,Optional wellness programs available but not utilized.
E118,01-01-2020,Engineering,0.72,3.6,75,The mentorship program has accelerated my skill development.,Career growth,Positive,Mentorship program accelerated skill development.
E119,01-01-2020,HR,0.63,3,58,I feel there's a lack of clear career progression paths within the team.,Career growth,Negative,Lack of clear career progression paths.
E120,01-01-2020,Engineering,0.61,3.7,71,"I have access to some training resources, but I'm uncertain about their relevance.",Career growth,Neutral,"Access to training resources, relevance uncertain."
E110,01-01-2021,Finance,1.34,2.1,45,My manager regularly checks in and provides constructive feedback.,Management,Positive,Manager checks in regularly with constructive feedback.
E037,01-01-2021,Finance,2.92,3.7,71,Decision-making often feels top-down with little input from the team.,Management,Negative,"Decision-making feels top-down, limited team input."
E085,01-01-2021,Operations,2.34,2.5,55,"Management schedules weekly meetings, but they rarely address employee concerns.",Management,Negative,Weekly meetings seldom address employee concerns.
E035,01-01-2021,Engineering,2.95,1,16,The inclusive culture encourages diverse perspectives.,Culture,Positive,Inclusive culture encourages diverse perspectives.
E092,01-01-2021,Marketing,2.87,1.9,37,The office environment feels competitive and discourages collaboration.,Culture,Negative,"Office environment competitive, discourages collaboration."
E067,01-01-2021,Sales,2.86,4.9,100,The cultural values are stated but not consistently practiced.,Culture,Negative,Cultural values stated but not consistently practiced.
E051,01-01-2021,Sales,2.86,3.4,70,The salary adjustments are fair and reflect my contributions.,Compensation,Positive,Salary adjustments are fair and reflect contributions.
E070,01-01-2021,HR,2.41,4.7,92,The bonus structure seems inconsistent and unclear.,Compensation,Negative,Bonus structure appears inconsistent and unclear.
E113,01-01-2021,Engineering,1.85,4,82,I understand the compensation package but would like more transparency.,Compensation,Negative,Understands compensation but desires greater transparency.
E061,01-01-2021,Operations,2.92,3.7,71,"I enjoy the open-door policy, which makes communication smooth.",Management,Positive,Open-door policy makes communication smooth and enjoyable.
E093,01-01-2021,HR,2.57,3.1,66,I often feel my ideas are overlooked during planning sessions.,Management,Negative,Ideas frequently ignored in planning sessions.
E014,01-01-2021,Operations,2.43,3,58,The workload distribution has become more balanced since the new project.,Work-life balance,Positive,"Workload distribution improved, more balanced now."
E118,01-01-2021,Engineering,1.72,3.9,76,I wish there were more opportunities for cross-functional collaboration.,Culture,Negative,Desire more cross-functional collaboration opportunities.
E082,01-01-2021,Engineering,2.71,2.8,59,"The leadership team communicates company goals effectively, boosting motivation.",Management,Positive,"Leadership communicates goals effectively, boosting motivation."
E008,01-01-2021,Marketing,2.46,3.7,76,I'm really happy with the career growth opportunities provided by the company.,Career growth,Positive,Happy with company-provided career growth opportunities.
E064,01-01-2021,Operations,2.53,2,44,Management is very supportive and understanding of our needs.,Management,Positive,Management supportive and understanding of employee needs.
E096,01-01-2021,Finance,2.5,3.9,78,"The company culture is great, everyone is friendly and helpful.",Culture,Positive,Company culture great; everyone friendly and helpful.
E084,01-01-2021,Sales,2.82,5,97,I feel underpaid compared to the industry standard for my role.,Compensation,Negative,Feel underpaid relative to industry standards.
E053,01-01-2021,Finance,2.78,2.9,63,"The work life balance here is amazing, I have a lot of flexibility.",Work-life balance,Positive,Work-life balance amazing with high flexibility.
E066,01-01-2021,Engineering,2.59,2.7,55,"I've learned so much from my colleagues, career growth is excellent.",Career growth,Positive,Learned a lot; career growth is excellent.
E063,01-01-2021,HR,2.8,3,65,"Sometimes I feel micromanaged by my manager, it's frustrating.",Management,Negative,"Feels micromanaged by manager, causing frustration."
E011,01-01-2021,Operations,2.87,3.5,73,The culture of innovation and experimentation is really inspiring.,Culture,Positive,Innovation culture is inspiring and motivating.
E105,01-01-2021,HR,1.47,3.3,64,I wish we had more opportunities for professional development.,Career growth,Negative,Lacks sufficient professional development opportunities.
E074,01-01-2021,Marketing,2.75,4.4,92,"My manager is great, very approachable and supportive.",Management,Positive,"Manager is approachable, supportive, and great."
E047,01-01-2021,Sales,2.58,1.7,32,"I'm not sure about the future of the company, it's a bit uncertain.",Culture,Negative,Uncertain about company's future direction.
E018,01-01-2021,Sales,2.38,2.4,50,"The compensation package is very competitive, I'm happy with it.",Compensation,Positive,Compensation package is competitive and satisfying.
E062,01-01-2021,Operations,2.91,3.7,77,"I love the company culture, it's very collaborative and dynamic.",Culture,Positive,Company culture is collaborative and dynamic.
E031,01-01-2021,Sales,2.49,1.7,38,"There's a lot of bureaucracy, it can be hard to get things done.",Management,Negative,Bureaucracy hinders efficiency and task completion.
E043,01-01-2021,Sales,2.95,3.9,73,"I've had great opportunities for career advancement, I'm grateful.",Career growth,Positive,"Received strong career advancement opportunities, grateful."
E020,01-01-2021,Marketing,2.38,2.2,47,Sometimes I feel like I'm not being utilized to my full potential.,Career growth,Negative,"Feels underutilized, not reaching full potential."
E045,01-01-2021,Finance,2.76,1.9,33,"The company prioritizes work life balance, it's really important to them.",Work-life balance,Positive,Company emphasizes work-life balance strongly.
E098,01-01-2021,Sales,2.4,1.3,26,I'm a bit disappointed with the lack of transparency in management decisions.,Management,Negative,Disappointed by opaque management decision-making.
E114,01-01-2021,Sales,1.57,3,58,The culture of feedback and continuous improvement is really valuable.,Culture,Positive,Feedback-driven culture seen as valuable.
E099,01-01-2021,Engineering,2.42,3.8,72,Flexible scheduling has greatly improved my work-life balance.,Work-life balance,Positive,Flexible scheduling enhances work-life balance.
E116,01-01-2021,Marketing,1.67,4,75,Increasing overtime expectations are hurting my personal time.,Work-life balance,Negative,Overtime expectations damage personal time.
E073,01-01-2021,Sales,2.58,4.4,92,The current remote work policy is adequate but could use more clarity.,Work-life balance,Neutral,"Remote work policy adequate, needs clearer guidelines."
E003,01-01-2021,Engineering,2.5,1.1,21,The mentorship program has accelerated my professional development.,Career growth,Positive,Mentorship program boosts professional development.
E072,01-01-2021,HR,2.74,2.9,55,Limited promotion opportunities make it hard to envision a long-term future here.,Career growth,Negative,Few promotion opportunities hinder long-term outlook.
E080,01-01-2021,HR,2.53,3.1,65,"Training sessions are offered regularly, though attendance is optional.",Career growth,Neutral,"Regular training offered, attendance optional."
E076,01-01-2021,Operations,2.37,4.1,84,My manager provides clear guidance and constructive feedback.,Management,Positive,Manager gives clear guidance and constructive feedback.
E004,01-01-2021,HR,2.85,3.8,78,Inconsistent communication from leadership creates confusion.,Management,Negative,Leadership communication is inconsistent and confusing.
E069,01-01-2021,Sales,2.37,4.4,88,"Team meetings are held weekly, but agendas are sometimes vague.",Management,Neutral,Weekly meetings have vague agendas occasionally.
E007,01-01-2021,Engineering,3,1,18,The inclusive culture makes me feel valued and respected.,Culture,Positive,Inclusive culture makes me feel valued.
E009,01-01-2021,Sales,2.74,1.1,23,There is a noticeable lack of diversity in senior positions.,Culture,Negative,Lack of diversity in senior positions observed.
E087,01-01-2021,Engineering,2.67,2.8,57,"Company events are fun, though attendance is not mandatory.",Culture,Positive,Company events are fun and optional.
E106,01-01-2021,Engineering,1.31,2.4,44,The recent salary adjustments reflect market rates well.,Compensation,Positive,Salary adjustments align well with market rates.
E019,01-01-2021,Finance,2.65,1.1,21,"Bonuses have been cut this year, affecting morale.",Compensation,Negative,"Bonuses cut this year, lowering morale."
E021,01-01-2021,Engineering,2.78,3.3,71,Benefits package is standard compared to industry peers.,Compensation,Neutral,Benefits package is standard versus industry peers.
E005,01-01-2021,Engineering,2.63,1.5,26,The option to work from home two days a week helps me manage family commitments.,Work-life balance,Positive,Work‑from‑home option aids family commitment management.
E101,01-01-2021,Engineering,1.68,3.3,71,"Feedback on performance reviews is vague, hindering growth.",Career growth,Negative,Vague performance review feedback hinders growth.
E056,01-01-2021,Finance,2.89,3.7,70,Leadership actively solicits employee input for decision making.,Management,Positive,Leaders seek employee input for decisions
E103,01-01-2021,Finance,1.4,2.2,41,Office politics sometimes undermine collaborative efforts.,Culture,Negative,Office politics sometimes hinder collaboration
E050,01-01-2021,Finance,2.74,1.5,28,"The payroll system is reliable, though there is limited flexibility in pay frequency.",Compensation,Neutral,Payroll reliable but limited pay frequency flexibility
E090,01-01-2021,Sales,2.6,2.2,46,The recent flexible scheduling has greatly improved my work-life balance.,Work-life balance,Positive,Flexible scheduling greatly improves work-life balance
E034,01-01-2021,Engineering,2.57,1.7,39,"I feel the workload keeps increasing without any support, making it hard to maintain a healthy work-life balance.",Work-life balance,Negative,Increasing workload hampers healthy work-life balance
E102,01-01-2021,Operations,1.54,3.3,65,"I appreciate the new wellness program, but it hasn't had a noticeable impact on my daily routine.",Culture,Neutral,Wellness program appreciated but lacks daily impact
E023,01-01-2021,Operations,2.88,3.4,68,The mentorship program has opened up clear pathways for career growth.,Career growth,Positive,Mentorship program creates clear career growth pathways
E033,01-01-2021,Finance,2.38,3.1,58,"I don't see any opportunities for advancement, which is discouraging for my career growth.",Career growth,Negative,No advancement opportunities discourage career growth
E026,01-01-2021,HR,2.59,1.8,38,"Career development workshops are available, but attendance is low.",Career growth,Neutral,Workshops available but suffer low attendance
E108,01-01-2021,Operations,1.36,2.7,55,"Management has been transparent about company goals, which boosts my confidence.",Management,Positive,Transparent management of goals boosts confidence
E006,01-01-2021,Engineering,2.76,4.3,82,The management style feels top-down and doesn't encourage employee input.,Management,Negative,Top-down style discourages employee input.
E079,01-01-2021,Sales,2.75,4.9,95,"Management meetings are scheduled, but they often run over time.",Management,Negative,Meetings run over time despite scheduling.
E112,01-01-2021,Engineering,1.99,4.5,91,The team culture is inclusive and encourages collaboration.,Culture,Positive,Inclusive culture encourages collaboration among team.
E107,01-01-2021,Sales,1.9,3.8,77,I feel the culture is competitive to the point where collaboration is stifled.,Culture,Negative,Competitive culture stifles collaboration and teamwork.
E059,01-01-2021,Engineering,2.34,2.5,53,"The workplace culture is fine, but there could be more team-building events.",Culture,Neutral,Culture fine; more team-building events desired.
E115,01-01-2021,Sales,1.63,3.7,75,The new compensation package reflects our hard work and keeps us motivated.,Compensation,Positive,"Compensation package reflects hard work, motivates employees."
E089,01-01-2021,Sales,2.59,4.9,100,"The compensation hasn't kept pace with market rates, which is disheartening.",Compensation,Negative,"Compensation lags behind market rates, disheartening."
E117,01-01-2021,Marketing,1.85,3.7,77,"Compensation discussions happen annually, but no adjustments are made.",Compensation,Negative,Annual compensation talks yield no adjustments.
E060,01-01-2021,Sales,2.46,4.3,84,I enjoy the balance between challenging projects and supportive supervision.,Work-life balance,Positive,Enjoy balance of challenging projects and support.
E095,01-01-2021,Marketing,2.59,2.5,54,"The workload is overwhelming, and management rarely provides relief.",Work-life balance,Negative,Overwhelming workload; management rarely offers relief.
E057,01-01-2021,Sales,2.68,2.5,54,"Work-life balance is acceptable, though there is room for improvement.",Work-life balance,Neutral,Balance acceptable but could be improved
E071,01-01-2021,Marketing,2.95,2.4,47,Career growth opportunities are clearly communicated during reviews.,Career growth,Positive,Growth opportunities clearly communicated during reviews
E030,01-01-2021,Finance,2.38,2.4,50,The lack of recognition for extra hours makes me feel undervalued.,Management,Negative,Lack of recognition for extra hours
E119,01-01-2021,HR,1.63,2.7,53,I'm really happy with the opportunities for career growth here.,Career growth,Positive,Happy with career growth opportunities here
E052,01-01-2021,Sales,2.98,3.3,63,"The work life balance is great, I have enough time for my personal life.",Work-life balance,Positive,"Work-life balance great, enough personal time"
E013,01-01-2021,Finance,2.57,2.3,43,"I've learned so much in the past year, career growth is a priority here.",Career growth,Positive,"Learned much, career growth prioritized this year"
E032,01-01-2021,Operations,2.79,2.4,43,"Sometimes I feel micromanaged by my supervisor, it's frustrating.",Management,Negative,"Feel micromanaged by supervisor, frustrating"
E109,01-01-2021,Engineering,1.75,3.3,68,The team outings and social events are a great way to bond with colleagues.,Culture,Positive,Team outings and events foster colleague bonding
E027,01-01-2021,Operations,2.46,4.3,81,"My salary is very competitive, I'm happy with the compensation package.",Compensation,Positive,"Salary competitive, happy with compensation package"
E025,01-01-2021,Finance,2.92,3.6,71,"There's a lot of red tape and bureaucracy in the company, it slows us down.",Management,Negative,Red tape and bureaucracy slow company processes
E101,01-01-2021,Engineering,2.68,2.9,60,"I love the flexible working hours, it really helps with my work life balance.",Work-life balance,Positive,Flexible hours improve work-life balance
E102,01-01-2021,Operations,2.54,3.2,64,"I've had some great mentors and role models in the company, they've helped me grow.",Career growth,Positive,Great mentors helped professional growth
E103,01-01-2021,Finance,2.4,2,43,The company values and mission are really inspiring and motivating.,Culture,Positive,Company values and mission inspire employees
E104,01-01-2021,Engineering,1.9,4.2,84,"The communication between teams is great, we all work well together.",Culture,Positive,Team communication is great and collaborative
E105,01-01-2021,HR,2.47,3.8,78,I'm not happy with the lack of transparency in decision making processes.,Management,Negative,Lack of transparency in decision-making processes
E106,01-01-2021,Engineering,2.31,2,45,"The company is very inclusive and diverse, I feel welcome and valued.",Culture,Positive,Inclusive and diverse environment makes me valued
E107,01-01-2021,Sales,2.9,4.2,88,I think the performance reviews and feedback process could be improved.,Management,Neutral,Performance reviews and feedback need improvement
E108,01-01-2021,Operations,2.36,2.6,53,Flexible remote options have greatly improved my work-life balance.,Work-life balance,Positive,Remote options greatly improve work-life balance
E109,01-01-2021,Engineering,2.75,2.9,62,The recent increase in overtime is making it hard to maintain a healthy personal life.,Work-life balance,Negative,Overtime increase harms personal life balance
E110,01-01-2021,Finance,2.34,2.5,50,"Current scheduling is consistent, though additional flexibility would be appreciated.",Work-life balance,Neutral,Scheduling consistent but more flexibility desired
E111,01-01-2021,Engineering,1.34,2.4,46,I appreciate the clear path for promotion and the mentorship programs available.,Career growth,Positive,Clear promotion path and mentorship appreciated.
E112,01-01-2021,Engineering,2.99,4.3,87,Opportunities for advancement feel limited given the flat organizational structure.,Career growth,Negative,Advancement opportunities limited by flat structure.
E113,01-01-2021,Engineering,2.85,3.6,70,"The training workshops are helpful, but more hands‑on projects would aid growth.",Career growth,Neutral,Workshops helpful; need more hands‑on projects.
E114,01-01-2021,Sales,2.57,2.5,52,Management communicates goals clearly and supports team collaboration.,Management,Positive,Management clear on goals and supportive.
E115,01-01-2021,Sales,2.63,3.5,72,"Decision‑making often feels top‑down, leaving little room for employee input.",Management,Negative,Decision‑making top‑down; limited employee input.
E116,01-01-2021,Marketing,2.67,4.5,95,Regular check‑ins with my manager have helped keep projects on track.,Management,Positive,Regular manager check‑ins keep projects on track.
E117,01-01-2021,Marketing,2.85,3.2,64,The company culture is inclusive and encourages diverse perspectives.,Culture,Positive,Inclusive culture encourages diverse perspectives.
E118,01-01-2021,Engineering,2.72,4.3,85,Occasional cliques make it difficult for new hires to feel fully integrated.,Culture,Negative,Cliques hinder new hires' integration.
E119,01-01-2021,HR,2.63,3,57,"Team events are enjoyable, though they sometimes clash with personal commitments.",Work-life balance,Neutral,Team events enjoyable but sometimes clash with commitments.
E120,01-01-2021,Engineering,1.61,3.3,69,My compensation package is competitive and reflects my contributions.,Compensation,Positive,Compensation competitive and reflects contributions.
E121,01-01-2021,Marketing,0.92,4.3,81,Salary reviews have been stagnant despite increased responsibilities.,Compensation,Negative,Salary reviews stagnant despite added responsibilities.
E122,01-01-2021,Finance,0.85,3.2,60,Performance bonuses are transparent and motivate higher performance.,Compensation,Positive,Transparent bonuses motivate higher performance.
E123,01-01-2021,Finance,0.96,4,83,"Benefits are comprehensive, yet the health plan options could be expanded.",Compensation,Neutral,"Benefits good, but health plan options need expansion."
E124,01-01-2021,Operations,0.45,2.7,55,Workload distribution is fair across the department.,Work-life balance,Positive,Fair workload distribution across department.
E125,01-01-2021,Operations,0.47,3.2,65,Unclear priorities have led to duplicated effort among team members.,Management,Negative,Unclear priorities cause duplicated team effort.
E126,01-01-2021,Marketing,0.94,3.8,79,Recognition programs highlight employee achievements effectively.,Culture,Positive,Recognition programs effectively highlight employee achievements.
E127,01-01-2021,HR,0.83,3.2,65,There is a lack of acknowledgment for overtime work during busy periods.,Culture,Negative,Overtime work not acknowledged during busy periods.
E128,01-01-2021,Marketing,0.64,3.5,71,The recent increase in project deadlines has made it hard to maintain a healthy work-life balance.,Work-life balance,Negative,Tight deadlines hurt healthy work-life balance.
E129,01-01-2021,Engineering,0.47,3.1,64,I appreciate the flexible hours policy that lets me attend to family responsibilities.,Work-life balance,Positive,Flexible hours policy supports family responsibilities.
E130,01-01-2021,Operations,0.41,2.7,49,There are limited opportunities for skill development and promotions within my department.,Career growth,Negative,Limited skill development and promotion opportunities.
E066,01-01-2022,Engineering,3.59,3,63,The mentorship program has helped me identify clear career growth paths.,Career growth,Positive,Mentorship program clarifies career growth paths.
E018,01-01-2022,Sales,3.38,2.1,42,"Management often changes priorities without giving enough context, causing confusion.",Management,Negative,Frequent priority changes cause confusion.
E112,01-01-2022,Engineering,3.99,4.2,87,I feel valued when my ideas are acknowledged in team meetings.,Culture,Positive,"Ideas acknowledged, feeling valued in meetings."
E037,01-01-2022,Finance,3.92,4.1,82,The office culture feels more like a competitive environment than a collaborative one.,Culture,Negative,"Office culture is competitive, not collaborative."
E104,01-01-2022,Engineering,2.9,3.7,78,Team-building events have improved camaraderie among colleagues.,Culture,Positive,Team-building events boost colleague camaraderie.
E119,01-01-2022,HR,3.63,2.9,56,My current salary does not reflect the market rates for my role.,Compensation,Negative,Salary below market rates for role.
E087,01-01-2022,Engineering,3.67,2.6,54,"The performance review process is transparent and fair, which boosts morale.",Management,Positive,"Transparent, fair reviews boost employee morale."
E101,01-01-2022,Engineering,3.68,2.5,46,"Workload fluctuations are unpredictable, making it difficult to plan personal time.",Work-life balance,Negative,Unpredictable workload hampers personal time planning.
E111,01-01-2022,Engineering,2.34,1.9,41,The company’s commitment to sustainability aligns well with my personal values.,Culture,Positive,Company sustainability aligns with personal values.
E076,01-01-2022,Operations,3.37,4.4,89,I would like clearer communication from leadership regarding long-term goals.,Management,Negative,Desire clearer leadership communication on long-term goals.
E033,01-01-2022,Finance,3.38,2.9,57,The benefits package includes comprehensive health coverage and generous vacation days.,Compensation,Positive,Comprehensive health coverage and generous vacation days.
E025,01-01-2022,Finance,3.92,3.9,82,There’s a lack of recognition for the extra effort I put into cross-department projects.,Management,Negative,Lack of recognition for extra cross-department effort.
E107,01-01-2022,Sales,3.9,4,77,The workplace atmosphere encourages open dialogue and respectful disagreement.,Culture,Positive,Atmosphere encourages open dialogue and respectful disagreement.
E071,01-01-2022,Marketing,3.95,2,38,I’m unsure how my performance metrics will impact future compensation.,Compensation,Neutral,Uncertain about performance metrics affecting future compensation.
E023,01-01-2022,Operations,3.88,3.3,63,The remote work policy has improved my ability to balance professional and personal commitments.,Work-life balance,Positive,Remote work policy improves professional and personal balance.
E099,01-01-2022,Engineering,3.42,4.1,80,"The onboarding process was rushed, leaving me uncertain about my responsibilities.",Management,Negative,Rushed onboarding left uncertain about responsibilities.
E130,01-01-2022,Operations,1.41,2.5,47,The company’s diverse hiring practices foster a welcoming environment for all employees.,Culture,Positive,Diverse hiring practices foster welcoming environment for employees.
E089,01-01-2022,Sales,3.59,5,98,"I love the new training programs, they have really helped my career growth.",Career growth,Positive,New training programs greatly helped career growth.
E114,01-01-2022,Sales,3.57,2.1,44,Management is very supportive and always willing to listen.,Management,Positive,Management very supportive and always willing to listen.
E092,01-01-2022,Marketing,3.87,1.9,41,"The company culture is amazing, everyone is so friendly and helpful.",Culture,Positive,Company culture amazing; everyone friendly and helpful.
E125,01-01-2022,Operations,1.47,3.2,67,"I feel underpaid compared to industry standards, compensation needs to be revised.",Compensation,Negative,Feeling underpaid; compensation requires revision.
E124,01-01-2022,Operations,1.45,2.2,41,Flexible working hours have improved my work-life balance significantly.,Work-life balance,Positive,Flexible hours greatly improve work-life balance.
E072,01-01-2022,HR,3.74,2.8,60,There are limited opportunities for career advancement in my department.,Career growth,Negative,Limited opportunities for career advancement in department.
E053,01-01-2022,Finance,3.78,3,63,The team outings and social events have really improved the company culture.,Culture,Positive,Team outings improved company culture significantly.
E007,01-01-2022,Engineering,4,1.1,20,I have a great manager who always provides constructive feedback.,Management,Positive,Great manager provides consistent constructive feedback.
E090,01-01-2022,Sales,3.6,1.8,36,"The salary increase I received was a nice surprise, thanks to the company.",Compensation,Positive,Salary increase was a pleasant surprise.
E117,01-01-2022,Marketing,3.85,3.6,73,Sometimes I feel overwhelmed with work and it affects my personal life.,Work-life balance,Negative,Work overload impacts personal life negatively.
E030,01-01-2022,Finance,3.38,2.4,52,The mentorship program has been incredibly helpful for my career growth.,Career growth,Positive,Mentorship program greatly aids career growth.
E105,01-01-2022,HR,3.47,4.2,83,I wish we had more autonomy to make decisions in our team.,Management,Negative,Desire more team autonomy in decision-making.
E062,01-01-2022,Operations,3.91,4.2,86,The company's mission and values align perfectly with my own.,Culture,Positive,Company mission aligns perfectly with personal values.
E057,01-01-2022,Sales,3.68,2.7,50,I'm disappointed with the lack of transparency in the compensation structure.,Compensation,Negative,Disappointed about compensation transparency lack
E120,01-01-2022,Engineering,2.61,3.1,64,"The company has a great work-life balance, I can pursue my hobbies.",Work-life balance,Positive,Great work-life balance enables hobby pursuits
E096,01-01-2022,Finance,3.5,4.1,78,"Career growth opportunities are scarce, and it's frustrating.",Career growth,Negative,Scarce career growth opportunities cause frustration
E005,01-01-2022,Engineering,3.63,1.6,36,"My manager is not very approachable, it's hard to discuss issues.",Management,Negative,"Manager not approachable, difficult to discuss issues"
E110,01-01-2022,Finance,3.34,2.9,62,"The company culture is very inclusive, and I feel valued as an employee.",Culture,Positive,Inclusive culture makes employee feel valued
E070,01-01-2022,HR,3.41,4.2,88,"I'm not satisfied with my current role, and I'm looking for a change.",Career growth,Negative,"Unsatisfied with current role, seeking change"
E127,01-01-2022,HR,1.83,3.7,74,The flexible hours have greatly improved my work‑life balance.,Work-life balance,Positive,Flexible hours greatly improve work-life balance
E020,01-01-2022,Marketing,3.38,2.7,57,I appreciate the clear career path options outlined during recent meetings.,Career growth,Positive,Appreciate clear career path options from meetings
E031,01-01-2022,Sales,3.49,1.5,29,Management's communication could be more transparent about project changes.,Management,Negative,Management communication needs more transparency on project changes
E052,01-01-2022,Sales,3.98,3.6,70,The inclusive culture makes me feel valued and motivated.,Culture,Positive,"Inclusive culture makes me feel valued, motivated"
E009,01-01-2022,Sales,3.74,1.3,26,Recent salary adjustments have not kept pace with market rates.,Compensation,Negative,Salary adjustments lag behind market rates.
E043,01-01-2022,Sales,3.95,3.9,75,Balancing remote work with occasional office days is working well for me.,Work-life balance,Positive,Remote work plus office days works well.
E059,01-01-2022,Engineering,3.34,2.6,52,Opportunities for professional development are abundant but under‑utilized.,Career growth,Negative,Development opportunities abundant yet underutilized.
E056,01-01-2022,Finance,3.89,3.9,74,"Decision‑making feels too centralized, limiting team autonomy.",Management,Negative,Centralized decision-making limits team autonomy.
E045,01-01-2022,Finance,3.76,1.5,29,Team events foster a strong sense of community and belonging.,Culture,Positive,Team events build community and belonging.
E126,01-01-2022,Marketing,1.94,3.7,78,The bonus structure feels unpredictable and unclear.,Compensation,Negative,Bonus structure is unpredictable and unclear.
E032,01-01-2022,Operations,3.79,2.2,42,Having a set end‑of‑day cutoff helps maintain personal time.,Work-life balance,Positive,End-of-day cutoff maintains personal time.
E080,01-01-2022,HR,3.53,2.6,55,Mentorship programs have accelerated my skill growth.,Career growth,Positive,Mentorship programs accelerated skill growth.
E108,01-01-2022,Operations,3.36,2.3,42,Performance reviews often lack specific feedback.,Management,Negative,Reviews often lack specific feedback.
E069,01-01-2022,Sales,3.37,4.2,87,The open‑door policy encourages honest dialogue across levels.,Culture,Positive,Open-door policy encourages honest dialogue.
E060,01-01-2022,Sales,3.46,4.8,96,Benefits packages are competitive but could include more wellness options.,Compensation,Neutral,"Competitive benefits, need more wellness options."
E074,01-01-2022,Marketing,3.75,4.3,82,Occasional overtime is manageable thanks to supportive managers.,Work-life balance,Positive,Occasional overtime manageable with supportive managers.
E085,01-01-2022,Operations,3.34,2.7,57,Career advancement seems slow despite strong performance.,Career growth,Negative,Career advancement slow despite strong performance.
E021,01-01-2022,Engineering,3.78,3.5,69,Leadership shows genuine interest in employee wellbeing.,Management,Positive,Leadership genuinely cares about employee wellbeing.
E098,01-01-2022,Sales,3.4,1.8,35,Compensation packages need better alignment with cost‑of‑living increases.,Compensation,Negative,Compensation misaligned with cost‑of‑living increases.
E102,01-01-2022,Operations,3.54,3,55,The collaborative environment makes daily tasks enjoyable.,Culture,Positive,Collaborative environment makes daily tasks enjoyable.
E064,01-01-2022,Operations,3.53,2.1,45,"I appreciate the regular check-ins, but sometimes I feel the workload is overwhelming.",Work-life balance,Neutral,"Regular check-ins appreciated, workload sometimes overwhelming."
E115,01-01-2022,Sales,3.63,3.8,73,I wish there were more opportunities for professional development within the company.,Career growth,Negative,Desire more professional development opportunities.
E051,01-01-2022,Sales,3.86,3.1,60,"The recent policy change has increased my overtime hours, impacting my personal life.",Work-life balance,Negative,"Policy change increased overtime, affecting personal life."
E006,01-01-2022,Engineering,3.76,4,84,Management's communication has been clear and supportive during the transition.,Management,Positive,Management communication clear and supportive during transition.
E035,01-01-2022,Engineering,3.95,1,18,The benefits package feels competitive but could include more health coverage.,Compensation,Neutral,Benefits competitive but need more health coverage.
E047,01-01-2022,Sales,3.58,1.3,27,"I feel my ideas are often overlooked during meetings, which is discouraging.",Management,Negative,"Ideas frequently ignored in meetings, discouraging."
E084,01-01-2022,Sales,3.82,5,97,The team culture encourages collaboration and creativity.,Culture,Positive,Team culture promotes collaboration and creativity.
E026,01-01-2022,HR,3.59,2.1,47,I am not satisfied with the current salary compared to industry standards.,Compensation,Negative,"Salary below industry standards, not satisfied."
E013,01-01-2022,Finance,3.57,2,37,"There is a strong sense of community here, which makes coming to work enjoyable.",Culture,Positive,Strong community makes work enjoyable.
E116,01-01-2022,Marketing,3.67,4.3,91,"The career path is unclear, making it hard to set long-term goals.",Career growth,Negative,Unclear career path hinders long-term goal setting.
E004,01-01-2022,HR,3.85,3.4,66,I appreciate the mentorship program; it's helped me grow professionally.,Career growth,Positive,"Mentorship program appreciated, aids professional growth."
E118,01-01-2022,Engineering,3.72,4.5,92,The new project deadlines are unrealistic and stress the entire team.,Management,Negative,Unrealistic project deadlines stress entire team.
E014,01-01-2022,Operations,3.43,2.7,59,Management often listens to feedback but rarely acts on it.,Management,Negative,Management listens but seldom acts on feedback.
E113,01-01-2022,Engineering,3.85,3.8,79,The flexible schedule policy allows me to balance personal responsibilities.,Work-life balance,Positive,Flexible schedule helps balance personal responsibilities.
E027,01-01-2022,Operations,3.46,4.6,94,I would like more transparent criteria for promotions.,Career growth,Negative,Desires clearer transparent promotion criteria.
E073,01-01-2022,Sales,3.58,4.9,100,The office environment feels inclusive and respectful.,Culture,Positive,Office environment feels inclusive and respectful.
E011,01-01-2022,Operations,3.87,3.6,73,The performance bonus structure is unclear and difficult to navigate.,Compensation,Negative,Performance bonus structure unclear and hard to navigate.
E106,01-01-2022,Engineering,3.31,1.6,31,The company hosts regular social events that strengthen team bonds.,Culture,Positive,Regular social events strengthen team bonds.
E094,01-01-2022,Marketing,1.43,2.8,57,I feel undervalued when my contributions are not acknowledged.,Management,Negative,Feels undervalued when contributions aren't acknowledged.
E095,01-01-2022,Marketing,3.59,2.5,52,"I love the opportunities for career growth here, it's amazing.",Career growth,Positive,Loves amazing opportunities for career growth.
E096,01-01-2022,Finance,4.5,4.6,95,"Management is very supportive, they always listen to our concerns.",Management,Positive,"Management very supportive, always listens to concerns."
E097,01-01-2022,Sales,1.86,3.1,65,"The company culture is not very inclusive, we need to work on that.",Culture,Negative,"Company culture not very inclusive, needs improvement."
